"item_id","scale_id","item_text","source_table"
1752,"spanishmegastudy","¿Qué son el diamante y el grafito?","spanishmegastudy"
1753,"spanishmegastudy","¿Cuál es el árbol frutal más cultivado del mundo?","spanishmegastudy"
1754,"spanishmegastudy","¿Cuál es el área de la superfície terrestre a menor altura?","spanishmegastudy"
1755,"spanishmegastudy","¿Cuál es el continente más grande y poblado del mundo?","spanishmegastudy"
1756,"spanishmegastudy","¿Cuál es el desierto más seco de la Tierra?","spanishmegastudy"
1757,"spanishmegastudy","¿Cuál es el libro más vendido del mundo?","spanishmegastudy"
1758,"spanishmegastudy","¿Cuál es el país más pequeño por área y población del mundo?","spanishmegastudy"
1759,"spanishmegastudy","¿Cuál es el punto más profundo de la Tierra?","spanishmegastudy"
1760,"spanishmegastudy","¿Cuál es el río más largo de África?","spanishmegastudy"
1761,"spanishmegastudy","¿Cuál es el río más profundo de la Tierra, alcanzando los 220 m?","spanishmegastudy"
1762,"spanishmegastudy","¿Cuál es el roedor más grande del mundo?","spanishmegastudy"
1763,"spanishmegastudy","¿Cuál es la cordillera más larga del mundo?","spanishmegastudy"
1764,"spanishmegastudy","¿Cuál es la hierba más alta del mundo?","spanishmegastudy"
1765,"spanishmegastudy","¿Cuál es la isla más grande del mundo?","spanishmegastudy"
1766,"spanishmegastudy","¿Cuál es la montaña más alta del mundo?","spanishmegastudy"
1767,"spanishmegastudy","¿Cuál es la religión con más seguidores del mundo?","spanishmegastudy"
1768,"spanishmegastudy","¿Cuál es la sustancia más dura conocida?","spanishmegastudy"
1769,"spanishmegastudy","¿Cuál es la universidad operativa más antigua del mundo?","spanishmegastudy"
1770,"spanishmegastudy","¿En qué país se encuentra la ciudad con el sistema de metro más largo del mundo?","spanishmegastudy"
1771,"spanishmegastudy","¿Qué artista ha vendido el mayor número de discos en la historia?","spanishmegastudy"
1772,"spanishmegastudy","¿Qué dos países hacen frontera con el mayor número de países?","spanishmegastudy"
1773,"spanishmegastudy","¿Qué nación tiene el mayor número de vehículos de carretera motorizados per capita?","spanishmegastudy"
1774,"spanishmegastudy","¿A dónde peregrinan los enfermos en Francia?","spanishmegastudy"
1775,"spanishmegastudy","¿A quién se le apareció Dios en el monte Horeb según la Biblia?","spanishmegastudy"
1776,"spanishmegastudy","¿A quién se le podía encontrar en el castillo de Gandolfo hasta 2016?","spanishmegastudy"
1777,"spanishmegastudy","¿Cómo se le llama al conjunto de todos los dioses de una religión, mitología o tradición?","spanishmegastudy"
1778,"spanishmegastudy","¿Cómo se llama un sacerdote judío?","spanishmegastudy"
1779,"spanishmegastudy","¿Cómo se llaman respectivamente el cielo y el infierno en el islam?","spanishmegastudy"
1780,"spanishmegastudy","¿Cuál de las religiones monoteístas más antiguas del mundo se puede rastrear hasta la Edad de Bronce?","spanishmegastudy"
1781,"spanishmegastudy","¿Cuál es el día de ayuno más conocido del judaísmo?","spanishmegastudy"
1782,"spanishmegastudy","¿Cuál es el lugar de culto para el judaísmo?","spanishmegastudy"
1783,"spanishmegastudy","¿Cuál es el último libro de la Biblia?","spanishmegastudy"
1784,"spanishmegastudy","¿Cuál es la creencia de que la existencia de Dios o lo sobrenatural es desconocida e incognoscible?","spanishmegastudy"
1785,"spanishmegastudy","¿Cuál es la forma correcta de dirigirse al Papa?","spanishmegastudy"
1786,"spanishmegastudy","¿Cuáles son los dioses o espíritus que invitan a los humanos a la muerte en la cultura japonesa?","spanishmegastudy"
1787,"spanishmegastudy","¿Cuándo fue crucificado Jesucristo?","spanishmegastudy"
1788,"spanishmegastudy","¿Cuándo nació Buda Gautama?","spanishmegastudy"
1789,"spanishmegastudy","¿Cuándo nació el profeta Mahoma, fundador del Islam?","spanishmegastudy"
1790,"spanishmegastudy","¿De qué religión es una rama el mormonismo?","spanishmegastudy"
1791,"spanishmegastudy","¿De quién fue el cadáver que se comieron los perros en el Antiguo Testamento?","spanishmegastudy"
1792,"spanishmegastudy","¿Dónde fue bautizado Cristo por Juan el Bautista?","spanishmegastudy"
1793,"spanishmegastudy","¿En qué creen los politeístas?","spanishmegastudy"
1794,"spanishmegastudy","¿En qué país se originó el budismo?","spanishmegastudy"
1795,"spanishmegastudy","¿En qué religión se celebra el Ramadán?","spanishmegastudy"
1796,"spanishmegastudy","¿Qué creó Dios el quinto día?","spanishmegastudy"
1797,"spanishmegastudy","¿Qué fe religiosa celebra el Diwali?","spanishmegastudy"
1798,"spanishmegastudy","¿Qué líder espiritual vivió en Palacio Potala durante casi 3 siglos?","spanishmegastudy"
1799,"spanishmegastudy","¿Qué religión divide sus escritos sagrados en el Tripitaka?","spanishmegastudy"
1800,"spanishmegastudy","¿Qué religión prohíbe la cremación?","spanishmegastudy"
1801,"spanishmegastudy","¿Qué religión se basa en la creencia en varios kami, seres espirituales sobrenaturales que mueven todo en el mundo?","spanishmegastudy"
1802,"spanishmegastudy","¿Qué religión tiene como deidad a Ahura Mazda?","spanishmegastudy"
1803,"spanishmegastudy","¿Qué religión tiene como deidades a Brahma, Saraswati y Harihara?","spanishmegastudy"
1804,"spanishmegastudy","¿Qué religión tiene como lugar de culto los \templos de fuego\?","spanishmegastudy"
1805,"spanishmegastudy","¿Qué religión une a Vesak, Hanamatsuri, Asalha Puja y el cumpleaños de Avalokitesvara?","spanishmegastudy"
1806,"spanishmegastudy","¿Qué siglas significan \Jesús de Nazaret, rey de los judíos\?","spanishmegastudy"
1807,"spanishmegastudy","¿Qué significa la palabra \shinto\?","spanishmegastudy"
1808,"spanishmegastudy","¿Qué simboliza la esvástica en la religión india del jainismo?","spanishmegastudy"
1809,"spanishmegastudy","¿Quién construyó la antigua Torre de Babel según la Biblia?","spanishmegastudy"
1810,"spanishmegastudy","¿Quién fue el primer Papa?","spanishmegastudy"
1811,"spanishmegastudy","¿Quién ordenó la ejecución de Juan el Bautista?","spanishmegastudy"
1812,"spanishmegastudy","¿Quién traicionó a Jesús ante el consejo judicial y religioso judío por 30 monedas de plata?","spanishmegastudy"
1813,"spanishmegastudy","¿Sobre qué mar caminó Jesús según la Biblia?","spanishmegastudy"
1814,"spanishmegastudy","¿Cómo se llamaba la primera versión de Internet?","spanishmegastudy"
1815,"spanishmegastudy","¿Cómo se llaman los 2 terminales de un diodo?","spanishmegastudy"
1816,"spanishmegastudy","¿Con qué unidades se mide la velocidad de acceso a internet?","spanishmegastudy"
1817,"spanishmegastudy","¿Cuál era el nombre del superordenador IBM que fue derrotado por el maestro de ajedrez Gary Kasparov en 1996?","spanishmegastudy"
1818,"spanishmegastudy","¿Cuál era el primer límite de caracteres para los tweets publicados en la red social de Twitter?","spanishmegastudy"
1819,"spanishmegastudy","¿Cuál es el nombre de la serie de sistemas operativos creados por Microsoft?","spanishmegastudy"
1820,"spanishmegastudy","¿Cuál es el nombre de un ordenador en una red que solicita archivos de otro ordenador?","spanishmegastudy"
1821,"spanishmegastudy","¿Cuál es el primer software que se instala en un ordenador?","spanishmegastudy"
1822,"spanishmegastudy","¿Cuál fue el primer lenguaje de programación ampliamente utilizado del mundo, inventado en 1957?","spanishmegastudy"
1823,"spanishmegastudy","¿Cuáles son las tres principales expresiones de búsqueda (operadores) reconocidas por la lógica de Boole?","spanishmegastudy"
1824,"spanishmegastudy","¿Cuándo se envió el primer mensaje a través de lo que ahora se llama Internet?","spanishmegastudy"
1825,"spanishmegastudy","¿Cuántos bits tiene un byte?","spanishmegastudy"
1826,"spanishmegastudy","¿Cuántos minutos de música tienen los CD, de acuerdo con las especificaciones originales del CD?","spanishmegastudy"
1827,"spanishmegastudy","¿De qué sistema operativo de red es Solaris una versión?","spanishmegastudy"
1828,"spanishmegastudy","¿En qué año fue el debut del primer ordenador personal IBM?","spanishmegastudy"
1829,"spanishmegastudy","¿En qué país se fundó la empresa de tecnología Philips?","spanishmegastudy"
1830,"spanishmegastudy","¿Qué atajo de teclado cierra la mayoría de los programas en el sistema operativo Microsoft Windows?","spanishmegastudy"
1831,"spanishmegastudy","¿Qué compañía fue la pionera de los disquetes?","spanishmegastudy"
1832,"spanishmegastudy","¿Qué controla la CPU?","spanishmegastudy"
1833,"spanishmegastudy","¿Qué es un virus informático que ni se replica ni se copia, pero que daña o compromete la seguridad del ordenador?","spanishmegastudy"
1834,"spanishmegastudy","¿Qué lector de libros electrónicos fue diseñado por Amazon?","spanishmegastudy"
1835,"spanishmegastudy","¿Qué nombre de mujer se le dio a uno de los primeros ordenadores de Apple?","spanishmegastudy"
1836,"spanishmegastudy","¿Qué otro nombre se utiliza para referirse al correo electrónico no deseado?","spanishmegastudy"
1837,"spanishmegastudy","¿Qué significa \módem\?","spanishmegastudy"
1838,"spanishmegastudy","¿Qué significa \Pixel\?","spanishmegastudy"
1839,"spanishmegastudy","¿Qué significa CD en el mundo de la música?","spanishmegastudy"
1840,"spanishmegastudy","¿Qué significa el \http\ escrito al comienzo de cualquier dirección web?","spanishmegastudy"
1841,"spanishmegastudy","¿Qué significa JPEG?","spanishmegastudy"
1842,"spanishmegastudy","¿Qué significan las siglas \RAM\ en informática?","spanishmegastudy"
1843,"spanishmegastudy","¿Qué significan las siglas \URL\?","spanishmegastudy"
1844,"spanishmegastudy","¿Qué tipo de archivo es uno con extensión \.BAK\?","spanishmegastudy"
1845,"spanishmegastudy","¿Qué une a los nombres Ada, Lisp y Algol?","spanishmegastudy"
1846,"spanishmegastudy","¿Qué virus informático se replica, apagando el sistema informático en el proceso?","spanishmegastudy"
1847,"spanishmegastudy","¿Cómo se llama la cafetería que visitan a menudo los protagonistas de la serie \Friends\?","spanishmegastudy"
1848,"spanishmegastudy","¿Cuál era el apellido de Rachel en la exitosa serie \Friends\?","spanishmegastudy"
1849,"spanishmegastudy","¿Cuál era el nombre de la nave en la que la tripulación de \Star Trek\ solía viajar por el espacio?","spanishmegastudy"
1850,"spanishmegastudy","¿Cuál es el apellido de soltera de Marge Simpson?","spanishmegastudy"
1851,"spanishmegastudy","¿Cuál es el lema de la familia Stark en la serie \Juego de Tronos\?","spanishmegastudy"
1852,"spanishmegastudy","¿Cuál es el nombre del perro en \Garfield\?","spanishmegastudy"
1853,"spanishmegastudy","¿En qué gran guerra se basa la trama de \Juego de tronos\?","spanishmegastudy"
1854,"spanishmegastudy","¿Qué asignatura enseñaba Walter White en la serie \Breaking Bad\?","spanishmegastudy"
1855,"spanishmegastudy","¿Qué cadena de televisión británica no pone anuncios?","spanishmegastudy"
1856,"spanishmegastudy","¿Quién fue el creador de \Los Simpson\?","spanishmegastudy"
1857,"spanishmegastudy","¿Quién fue el creador de \Star Trek\?","spanishmegastudy"
1858,"spanishmegastudy","¿A cuál de los siguientes países pertenecía la aerolínea Olympic Airways?","spanishmegastudy"
1859,"spanishmegastudy","¿A qué país pertenecían los aviones Spitfires en la Segunda Guerra Mundial?","spanishmegastudy"
1860,"spanishmegastudy","¿A qué país representa la matrícula internacional de automóviles \CH\?","spanishmegastudy"
1861,"spanishmegastudy","¿Con qué otro nombre se conoce al tren japonés \Shinkansen\?","spanishmegastudy"
1862,"spanishmegastudy","¿Cuál era el destino del Titanic?","spanishmegastudy"
1863,"spanishmegastudy","¿Cuál era el nombre del barco supuestamente imposible de hundir que se hundió en su viaje inaugural en 1912?","spanishmegastudy"
1864,"spanishmegastudy","¿Cuál es el nombre del avión supersónico que hizo vuelos intercontinentales desde 1976 hasta 2003?","spanishmegastudy"
1865,"spanishmegastudy","¿Cuál fue el primer medio de transporte de 1 o múltiples ruedas a pedal?","spanishmegastudy"
1866,"spanishmegastudy","¿De qué color es la caja negra de un avión?","spanishmegastudy"
1867,"spanishmegastudy","¿De qué país es KLM la aerolínea nacional?","spanishmegastudy"
1868,"spanishmegastudy","¿De qué país es la aerolínea nacional \TAP\?","spanishmegastudy"
1869,"spanishmegastudy","¿El primer qué eléctrico abrió en Londres en 1890?","spanishmegastudy"
1870,"spanishmegastudy","¿En qué ciudad se encuentra el aeropuerto Narita?","spanishmegastudy"
1871,"spanishmegastudy","¿En qué lado de la carretera se debe conducir en Japón?","spanishmegastudy"
1872,"spanishmegastudy","¿Qué compañía de automóviles fabrica el modelo de automóvil Celica?","spanishmegastudy"
1873,"spanishmegastudy","¿Qué dispositivo electrónico se asegura de que la mezcla de combustible y aire en el motor de un coche sea la correcta?","spanishmegastudy"
1874,"spanishmegastudy","¿Qué fabricante de automóviles sueco comenzó como compañía de aviones?","spanishmegastudy"
1875,"spanishmegastudy","¿Qué inventó Igor Sikorsky?","spanishmegastudy"
1876,"spanishmegastudy","¿Qué inventó Karl Benz?","spanishmegastudy"
1877,"spanishmegastudy","¿Qué marca de automóviles fue registrada en 1902?","spanishmegastudy"
1878,"spanishmegastudy","¿Qué medio de transporte personal fue inventado en 1760 por un belga?","spanishmegastudy"
1879,"spanishmegastudy","¿Qué país colaboró con el Reino Unido para construir el avión Concorde?","spanishmegastudy"
1880,"spanishmegastudy","¿Qué país es el creador del \tren bala\ de alta velocidad?","spanishmegastudy"
1881,"spanishmegastudy","¿Qué país tiene \E\ como placa de matrícula internacional?","spanishmegastudy"
1882,"spanishmegastudy","¿Qué país tiene \IS\ como matrícula de coche?","spanishmegastudy"
1883,"spanishmegastudy","¿Qué país tiene Aer Lingus como aerolínea nacional?","spanishmegastudy"
1884,"spanishmegastudy","¿Qué tren rompió la barrera de las 100 mph en 1934?","spanishmegastudy"
1885,"spanishmegastudy","¿A qué país pertenecía la aeolínea internacional Trans World Airlines?","spanishmegastudy"
1886,"spanishmegastudy","¿A qué animal se le conocía en la antigüedad como \camelopardalis\?","spanishmegastudy"
1887,"spanishmegastudy","¿A qué son homólogas las glándulas venenosas de las serpientes?","spanishmegastudy"
1888,"spanishmegastudy","¿Cómo llamamos a los animales en la parte superior de la cadena alimentaria?","spanishmegastudy"
1889,"spanishmegastudy","¿Cómo se comunican las abejas melíferas dónde encontrar flores?","spanishmegastudy"
1890,"spanishmegastudy","¿Cómo se llama el largo sueño en el que entran algunos animales durante todo el invierno?","spanishmegastudy"
1891,"spanishmegastudy","¿Cómo se llama el nombre del reptil que cambia su color para que coincida con el de su entorno?","spanishmegastudy"
